week_start,forecast_demand,forecast_lower,Category Name_x,model_used,Category Name_y,units_demand,Category Name,forecast_upper,forcast_lower,is_forecast
2017-12-31,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-01-07,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-01-14,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-01-21,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-01-28,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-02-04,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-02-11,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-02-18,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-02-25,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-03-04,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-03-11,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2018-03-18,117.43333333333334,,,MovingAverage,,,CDs ,,63.23333333333333,True
2017-10-09,400.0,400.0,,MovingAverage,,400.0,Cameras ,400.0,,False
2017-10-16,175.0,175.0,,MovingAverage,,175.0,Cameras ,175.0,,False
2017-12-18,17.0,17.0,,MovingAverage,,17.0,Cameras ,17.0,,False
2017-12-31,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-01-07,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-01-14,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-01-21,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-01-28,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-02-04,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-02-11,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-02-18,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-02-25,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-03-04,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-03-11,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2018-03-18,256.53333333333336,,,MovingAverage,,,Cameras ,,138.13333333333333,True
2017-10-16,305.0,305.0,,MovingAverage,,305.0,Children's Clothing,305.0,,False
2017-10-23,217.0,217.0,,MovingAverage,,217.0,Children's Clothing,217.0,,False
2017-12-18,130.0,130.0,,MovingAverage,,130.0,Children's Clothing,130.0,,False
2017-12-31,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-01-07,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-01-14,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-01-21,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-01-28,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-02-04,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-02-11,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-02-18,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-02-25,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-03-04,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-03-11,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2018-03-18,282.53333333333336,,,MovingAverage,,,Children's Clothing,,152.13333333333333,True
2017-10-23,262.0,262.0,,MovingAverage,,262.0,Computers,262.0,,False
2017-10-30,88.0,88.0,,MovingAverage,,88.0,Computers,88.0,,False
2017-12-18,92.0,92.0,,MovingAverage,,92.0,Computers,92.0,,False
2017-12-31,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-01-07,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-01-14,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-01-21,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-01-28,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-02-04,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-02-11,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-02-18,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-02-25,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-03-04,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-03-11,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2018-03-18,191.53333333333336,,,MovingAverage,,,Computers,,103.13333333333334,True
2017-10-30,285.0,285.0,,MovingAverage,,285.0,Consumer Electronics,285.0,,False
2017-12-18,28.0,28.0,,MovingAverage,,28.0,Consumer Electronics,28.0,,False
2017-12-25,118.0,118.0,,MovingAverage,,118.0,Consumer Electronics,118.0,,False
2018-01-07,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-01-14,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-01-21,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-01-28,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-02-04,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-02-11,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-02-18,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-02-25,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-03-04,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-03-11,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-03-18,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2018-03-25,186.76666666666665,,,MovingAverage,,,Consumer Electronics,,100.56666666666665,True
2017-10-30,107.0,107.0,,MovingAverage,,107.0,Crafts,107.0,,False
2017-11-06,124.0,124.0,,MovingAverage,,124.0,Crafts,124.0,,False
2017-12-25,253.0,253.0,,MovingAverage,,253.0,Crafts,253.0,,False
2018-01-07,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-01-14,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-01-21,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-01-28,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-02-04,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-02-11,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-02-18,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-02-25,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-03-04,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-03-11,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-03-18,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2018-03-25,209.73333333333335,,,MovingAverage,,,Crafts,,112.93333333333334,True
2017-11-06,355.0,355.0,,MovingAverage,,355.0,DVDs,355.0,,False
2017-11-13,12.0,12.0,,MovingAverage,,12.0,DVDs,12.0,,False
2017-12-25,109.0,109.0,,MovingAverage,,109.0,DVDs,109.0,,False
2018-01-01,7.0,7.0,,MovingAverage,,7.0,DVDs,7.0,,False
2018-01-14,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-01-21,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-01-28,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-02-04,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-02-11,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-02-18,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-02-25,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-03-04,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-03-11,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-03-18,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-03-25,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2018-04-01,156.975,,,MovingAverage,,,DVDs,,84.52499999999999,True
2017-11-13,388.0,388.0,,MovingAverage,,388.0,Garden,388.0,,False
2018-01-01,96.0,96.0,,MovingAverage,,96.0,Garden,96.0,,False
2018-01-14,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-01-21,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-01-28,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-02-04,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-02-11,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-02-18,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-02-25,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-03-04,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-03-11,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-03-18,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-03-25,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2018-04-01,314.6,,,MovingAverage,,,Garden,,169.39999999999998,True
2017-04-24,4.0,4.0,,MovingAverage,,4.0,Golf Bags & Carts,4.0,,False
2017-05-01,4.0,4.0,,MovingAverage,,4.0,Golf Bags & Carts,4.0,,False
2017-05-08,2.0,2.0,,MovingAverage,,2.0,Golf Bags & Carts,2.0,,False
2017-05-15,3.0,3.0,,MovingAverage,,3.0,Golf Bags & Carts,3.0,,False
2017-05-22,6.0,6.0,,MovingAverage,,6.0,Golf Bags & Carts,6.0,,False
2017-05-29,3.0,3.0,,MovingAverage,,3.0,Golf Bags & Carts,3.0,,False
2017-06-05,2.0,2.0,,MovingAverage,,2.0,Golf Bags & Carts,2.0,,False
2017-06-12,1.0,1.0,,MovingAverage,,1.0,Golf Bags & Carts,1.0,,False
2017-06-19,6.0,6.0,,MovingAverage,,6.0,Golf Bags & Carts,6.0,,False
2017-06-26,3.0,3.0,,MovingAverage,,3.0,Golf Bags & Carts,3.0,,False
2017-07-03,4.0,4.0,,MovingAverage,,4.0,Golf Bags & Carts,4.0,,False
2017-07-10,4.0,4.0,,MovingAverage,,4.0,Golf Bags & Carts,4.0,,False
2017-07-17,1.0,1.0,,MovingAverage,,1.0,Golf Bags & Carts,1.0,,False
2017-07-24,2.0,2.0,,MovingAverage,,2.0,Golf Bags & Carts,2.0,,False
2017-07-31,3.0,3.0,,MovingAverage,,3.0,Golf Bags & Carts,3.0,,False
2017-08-07,4.0,4.0,,MovingAverage,,4.0,Golf Bags & Carts,4.0,,False
2017-08-14,6.0,6.0,,MovingAverage,,6.0,Golf Bags & Carts,6.0,,False
2017-08-28,3.0,3.0,,MovingAverage,,3.0,Golf Bags & Carts,3.0,,False
2017-09-10,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-09-17,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-09-24,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-10-01,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-10-08,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-10-15,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-10-22,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-10-29,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-11-05,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-11-12,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-11-19,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-11-26,4.405555555555556,,,MovingAverage,,,Golf Bags & Carts,,2.3722222222222222,True
2017-11-13,80.0,80.0,,MovingAverage,,80.0,Health and Beauty,80.0,,False
2017-11-20,159.0,159.0,,MovingAverage,,159.0,Health and Beauty,159.0,,False
2018-01-01,123.0,123.0,,MovingAverage,,123.0,Health and Beauty,123.0,,False
2018-01-14,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-01-21,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-01-28,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-02-04,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-02-11,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-02-18,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-02-25,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-03-04,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-03-11,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-03-18,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-03-25,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2018-04-01,156.86666666666667,,,MovingAverage,,,Health and Beauty,,84.46666666666667,True
2017-11-20,177.0,177.0,,MovingAverage,,177.0,Men's Clothing,177.0,,False
2018-01-01,31.0,31.0,,MovingAverage,,31.0,Men's Clothing,31.0,,False
2018-01-14,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-01-21,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-01-28,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-02-04,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-02-11,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-02-18,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-02-25,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-03-04,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-03-11,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-03-18,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-03-25,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2018-04-01,135.20000000000002,,,MovingAverage,,,Men's Clothing,,72.8,True
2017-11-20,143.0,143.0,,MovingAverage,,143.0,Music,143.0,,False
2017-11-27,147.0,147.0,,MovingAverage,,147.0,Music,147.0,,False
2018-01-01,144.0,144.0,,MovingAverage,,144.0,Music,144.0,,False
2018-01-14,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-01-21,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-01-28,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-02-04,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-02-11,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-02-18,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-02-25,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-03-04,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-03-11,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-03-18,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-03-25,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2018-04-01,188.06666666666666,,,MovingAverage,,,Music,,101.26666666666665,True
2017-11-27,246.0,246.0,,MovingAverage,,246.0,Pet Supplies,246.0,,False
2018-01-01,78.0,78.0,,MovingAverage,,78.0,Pet Supplies,78.0,,False
2018-01-08,168.0,168.0,,MovingAverage,,168.0,Pet Supplies,168.0,,False
2018-01-21,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-01-28,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-02-04,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-02-11,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-02-18,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-02-25,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-03-04,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-03-11,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-03-18,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-03-25,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-04-01,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2018-04-08,213.20000000000002,,,MovingAverage,,,Pet Supplies,,114.8,True
2017-11-27,87.0,87.0,,MovingAverage,,87.0,Sporting Goods,87.0,,False
2017-12-04,58.0,58.0,,MovingAverage,,58.0,Sporting Goods,58.0,,False
2018-01-08,211.0,211.0,,MovingAverage,,211.0,Sporting Goods,211.0,,False
2018-01-29,1.0,1.0,,MovingAverage,,1.0,Sporting Goods,1.0,,False
2018-02-11,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-02-18,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-02-25,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-03-04,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-03-11,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-03-18,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-03-25,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-04-01,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-04-08,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-04-15,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-04-22,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2018-04-29,116.025,,,MovingAverage,,,Sporting Goods,,62.474999999999994,True
2017-12-04,253.0,253.0,,MovingAverage,,253.0,Toys,253.0,,False
2018-01-08,101.0,101.0,,MovingAverage,,101.0,Toys,101.0,,False
2018-01-15,174.0,174.0,,MovingAverage,,174.0,Toys,174.0,,False
2018-01-29,1.0,1.0,,MovingAverage,,1.0,Toys,1.0,,False
2018-02-11,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-02-18,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-02-25,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-03-04,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-03-11,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-03-18,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-03-25,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-04-01,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-04-08,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-04-15,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-04-22,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2018-04-29,171.925,,,MovingAverage,,,Toys,,92.57499999999999,True
2017-12-04,168.0,168.0,,MovingAverage,,168.0,Video Games,168.0,,False
2017-12-11,60.0,60.0,,MovingAverage,,60.0,Video Games,60.0,,False
2018-01-15,305.0,305.0,,MovingAverage,,305.0,Video Games,305.0,,False
2018-01-22,304.0,304.0,,MovingAverage,,304.0,Video Games,304.0,,False
2018-01-29,1.0,1.0,,MovingAverage,,1.0,Video Games,1.0,,False
2018-02-11,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-02-18,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-02-25,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-03-04,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-03-11,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-03-18,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-03-25,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-04-01,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-04-08,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-04-15,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-04-22,217.88,,,MovingAverage,,,Video Games,,117.32,True
2018-04-29,217.88,,,MovingAverage,,,Video Games,,117.32,True
2017-12-11,272.0,272.0,,MovingAverage,,272.0,Women's Clothing,272.0,,False
2018-01-22,176.0,176.0,,MovingAverage,,176.0,Women's Clothing,176.0,,False
2018-01-29,202.0,202.0,,MovingAverage,,202.0,Women's Clothing,202.0,,False
2018-02-11,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-02-18,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-02-25,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-03-04,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-03-11,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-03-18,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-03-25,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-04-01,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-04-08,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-04-15,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-04-22,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2018-04-29,281.6666666666667,,,MovingAverage,,,Women's Clothing,,151.66666666666666,True
2014-12-29,41.82431868233717,28.49155851819419,Accessories,Prophet,Accessories,19.0,,,,False
2014-12-29,10.517257237695958,1.9570215007726885,Baseball & Softball,Prophet,Baseball & Softball,2.0,,,,False
2014-12-29,85.3483748087206,70.76627466271465,Camping & Hiking,Prophet,Camping & Hiking,64.0,,,,False
2014-12-29,257.73468487794776,212.95239789452137,Cardio Equipment,Prophet,Cardio Equipment,166.0,,,,False
2014-12-29,460.0199182959583,393.9014111274937,Cleats,Prophet,Cleats,306.0,,,,False
2014-12-29,77.5592645312029,60.02542479368018,Electronics,Prophet,Electronics,55.0,,,,False
2014-12-29,113.88200225525003,93.94083963693619,Fishing,Prophet,Fishing,66.0,,,,False
2014-12-29,4.062804104616477,0.0,Fitness Accessories,Prophet,Fitness Accessories,4.0,,,,False
2014-12-29,25.919803417285493,14.94943172821086,Girls' Apparel,Prophet,Girls' Apparel,12.0,,,,False
2014-12-29,38.837603318398855,25.781353111419538,Golf Balls,Prophet,Golf Balls,17.0,,,,False
2014-12-29,20.497709710420406,11.03195396079501,Golf Gloves,Prophet,Golf Gloves,26.0,,,,False
2014-12-29,16.81856126441246,8.447119636553818,Hockey,Prophet,Hockey,19.0,,,,False
2014-12-29,5.572056955353266,0.0,Hunting & Shooting,Prophet,Hunting & Shooting,2.0,,,,False
2014-12-29,394.16760639650477,328.2303689139384,Indoor/Outdoor Games,Prophet,Indoor/Outdoor Games,222.0,,,,False
2014-12-29,4.317231504285493,0.0,Lacrosse,Prophet,Lacrosse,8.0,,,,False
2014-12-29,144.06876809560848,121.23451142534749,Men's Footwear,Prophet,Men's Footwear,77.0,,,,False
